"PG","[M+H]+","[M+H-PG head]+","[M+H-R1]+","[M+H-R2]+","[exp_1]+","[exp_2]+","[exp_3]+"
"PG(42:3) PG(18:3_24:0)",857.62671,686.62081,335.2581,425.3989,71.0856,95.0855,123.1168
"PG(42:4) PG(18:3_24:1)",855.61111,684.60521,335.2581,423.3833,71.0856,95.0855,123.1168
"PG(43:3) PG(18:3_25:0)",871.64241,700.63651,335.2581,439.4146,71.0856,95.0855,123.1168
"PG(44:3) PG(18:3_26:0)",885.65801,714.65211,335.2581,453.4302,71.0856,95.0855,123.1168
"PG(36:8) PG(18:4_18:4)",763.45451,592.44861,333.2424,333.2424,71.0856,95.0855,123.1168
"PG(37:4) PG(18:4_19:0)",785.53281,614.52691,333.2424,355.3207,71.0856,95.0855,123.1168
"PG(38:4) PG(18:4_20:0)",799.54841,628.54251,333.2424,369.3363,71.0856,95.0855,123.1168
"PG(38:5) PG(18:4_20:1)",797.53281,626.52691,333.2424,367.3207,71.0856,95.0855,123.1168
"PG(38:6) PG(18:4_20:2)",795.51711,624.51121,333.2424,365.305,71.0856,95.0855,123.1168
"PG(38:7) PG(18:4_20:3)",793.50151,622.49561,333.2424,363.2894,71.0856,95.0855,123.1168
"PG(38:8) PG(18:4_20:4)",791.48581,620.47991,333.2424,361.2737,71.0856,95.0855,123.1168
"PG(38:9) PG(18:4_20:5)",789.47021,618.46431,333.2424,359.2581,71.0856,95.0855,123.1168
"PG(39:4) PG(18:4_21:0)",813.56411,642.55821,333.2424,383.352,71.0856,95.0855,123.1168
"PG(40:4) PG(18:4_22:0)",827.57971,656.57381,333.2424,397.3676,71.0856,95.0855,123.1168
"PG(40:5) PG(18:4_22:1)",825.56411,654.55821,333.2424,395.352,71.0856,95.0855,123.1168
"PG(40:6) PG(18:4_22:2)",823.54841,652.54251,333.2424,393.3363,71.0856,95.0855,123.1168
"PG(40:7) PG(18:4_22:3)",821.53281,650.52691,333.2424,391.3207,71.0856,95.0855,123.1168
"PG(40:8) PG(18:4_22:4)",819.51711,648.51121,333.2424,389.305,71.0856,95.0855,123.1168
"PG(40:9) PG(18:4_22:5)",817.50151,646.49561,333.2424,387.2894,71.0856,95.0855,123.1168
"PG(40:10) PG(18:4_22:6)",815.48581,644.47991,333.2424,385.2737,71.0856,95.0855,123.1168
"PG(41:4) PG(18:4_23:0)",841.59541,670.58951,333.2424,411.3833,71.0856,95.0855,123.1168
"PG(42:4) PG(18:4_24:0)",855.61101,684.60511,333.2424,425.3989,71.0856,95.0855,123.1168
"PG(42:5) PG(18:4_24:1)",853.59541,682.58951,333.2424,423.3833,71.0856,95.0855,123.1168
"PG(43:4) PG(18:4_25:0)",869.62671,698.62081,333.2424,439.4146,71.0856,95.0855,123.1168
"PG(44:4) PG(18:4_26:0)",883.64231,712.63641,333.2424,453.4302,71.0856,95.0855,123.1168
"PG(38:0) PG(19:0_19:0)",807.61111,636.60521,355.3207,355.3207,71.0856,95.0855,123.1168
"PG(39:0) PG(19:0_20:0)",821.62671,650.62081,355.3207,369.3363,71.0856,95.0855,123.1168
"PG(39:1) PG(19:0_20:1)",819.61111,648.60521,355.3207,367.3207,71.0856,95.0855,123.1168
"PG(39:2) PG(19:0_20:2)",817.59541,646.58951,355.3207,365.305,71.0856,95.0855,123.1168
"PG(39:3) PG(19:0_20:3)",815.57981,644.57391,355.3207,363.2894,71.0856,95.0855,123.1168
"PG(39:4) PG(19:0_20:4)",813.56411,642.55821,355.3207,361.2737,71.0856,95.0855,123.1168
"PG(39:5) PG(19:0_20:5)",811.54851,640.54261,355.3207,359.2581,71.0856,95.0855,123.1168
"PG(40:0) PG(19:0_21:0)",835.64241,664.63651,355.3207,383.352,71.0856,95.0855,123.1168
"PG(41:0) PG(19:0_22:0)",849.65801,678.65211,355.3207,397.3676,71.0856,95.0855,123.1168
"PG(41:1) PG(19:0_22:1)",847.64241,676.63651,355.3207,395.352,71.0856,95.0855,123.1168
"PG(41:2) PG(19:0_22:2)",845.62671,674.62081,355.3207,393.3363,71.0856,95.0855,123.1168
"PG(41:3) PG(19:0_22:3)",843.61111,672.60521,355.3207,391.3207,71.0856,95.0855,123.1168
"PG(41:4) PG(19:0_22:4)",841.59541,670.58951,355.3207,389.305,71.0856,95.0855,123.1168
"PG(41:5) PG(19:0_22:5)",839.57981,668.57391,355.3207,387.2894,71.0856,95.0855,123.1168
"PG(41:6) PG(19:0_22:6)",837.56411,666.55821,355.3207,385.2737,71.0856,95.0855,123.1168
"PG(42:0) PG(19:0_23:0)",863.67371,692.66781,355.3207,411.3833,71.0856,95.0855,123.1168
"PG(43:0) PG(19:0_24:0)",877.68931,706.68341,355.3207,425.3989,71.0856,95.0855,123.1168
"PG(43:1) PG(19:0_24:1)",875.67371,704.66781,355.3207,423.3833,71.0856,95.0855,123.1168
"PG(44:0) PG(19:0_25:0)",891.70501,720.69911,355.3207,439.4146,71.0856,95.0855,123.1168
"PG(45:0) PG(19:0_26:0)",905.72061,734.71471,355.3207,453.4302,71.0856,95.0855,123.1168
"PG(40:0) PG(20:0_20:0)",835.64231,664.63641,369.3363,369.3363,71.0856,95.0855,123.1168
"PG(40:1) PG(20:0_20:1)",833.62671,662.62081,369.3363,367.3207,71.0856,95.0855,123.1168
"PG(40:2) PG(20:0_20:2)",831.61101,660.60511,369.3363,365.305,71.0856,95.0855,123.1168
"PG(40:3) PG(20:0_20:3)",829.59541,658.58951,369.3363,363.2894,71.0856,95.0855,123.1168
"PG(40:4) PG(20:0_20:4)",827.57971,656.57381,369.3363,361.2737,71.0856,95.0855,123.1168
"PG(40:5) PG(20:0_20:5)",825.56411,654.55821,369.3363,359.2581,71.0856,95.0855,123.1168
"PG(41:0) PG(20:0_21:0)",849.65801,678.65211,369.3363,383.352,71.0856,95.0855,123.1168
"PG(42:0) PG(20:0_22:0)",863.67361,692.66771,369.3363,397.3676,71.0856,95.0855,123.1168
"PG(42:1) PG(20:0_22:1)",861.65801,690.65211,369.3363,395.352,71.0856,95.0855,123.1168
"PG(42:2) PG(20:0_22:2)",859.64231,688.63641,369.3363,393.3363,71.0856,95.0855,123.1168
"PG(42:3) PG(20:0_22:3)",857.62671,686.62081,369.3363,391.3207,71.0856,95.0855,123.1168
"PG(42:4) PG(20:0_22:4)",855.61101,684.60511,369.3363,389.305,71.0856,95.0855,123.1168
"PG(42:5) PG(20:0_22:5)",853.59541,682.58951,369.3363,387.2894,71.0856,95.0855,123.1168
"PG(42:6) PG(20:0_22:6)",851.57971,680.57381,369.3363,385.2737,71.0856,95.0855,123.1168
"PG(43:0) PG(20:0_23:0)",877.68931,706.68341,369.3363,411.3833,71.0856,95.0855,123.1168
"PG(44:0) PG(20:0_24:0)",891.70491,720.69901,369.3363,425.3989,71.0856,95.0855,123.1168
"PG(44:1) PG(20:0_24:1)",889.68931,718.68341,369.3363,423.3833,71.0856,95.0855,123.1168
"PG(45:0) PG(20:0_25:0)",905.72061,734.71471,369.3363,439.4146,71.0856,95.0855,123.1168
"PG(46:0) PG(20:0_26:0)",919.73621,748.73031,369.3363,453.4302,71.0856,95.0855,123.1168
"PG(40:2) PG(20:1_20:1)",831.61111,660.60521,367.3207,367.3207,71.0856,95.0855,123.1168
"PG(40:3) PG(20:1_20:2)",829.59541,658.58951,367.3207,365.305,71.0856,95.0855,123.1168
"PG(40:4) PG(20:1_20:3)",827.57981,656.57391,367.3207,363.2894,71.0856,95.0855,123.1168
"PG(40:5) PG(20:1_20:4)",825.56411,654.55821,367.3207,361.2737,71.0856,95.0855,123.1168
"PG(40:6) PG(20:1_20:5)",823.54851,652.54261,367.3207,359.2581,71.0856,95.0855,123.1168
"PG(41:1) PG(20:1_21:0)",847.64241,676.63651,367.3207,383.352,71.0856,95.0855,123.1168
"PG(42:1) PG(20:1_22:0)",861.65801,690.65211,367.3207,397.3676,71.0856,95.0855,123.1168
"PG(42:2) PG(20:1_22:1)",859.64241,688.63651,367.3207,395.352,71.0856,95.0855,123.1168
"PG(42:3) PG(20:1_22:2)",857.62671,686.62081,367.3207,393.3363,71.0856,95.0855,123.1168
"PG(42:4) PG(20:1_22:3)",855.61111,684.60521,367.3207,391.3207,71.0856,95.0855,123.1168
"PG(42:5) PG(20:1_22:4)",853.59541,682.58951,367.3207,389.305,71.0856,95.0855,123.1168
"PG(42:6) PG(20:1_22:5)",851.57981,680.57391,367.3207,387.2894,71.0856,95.0855,123.1168
"PG(42:7) PG(20:1_22:6)",849.56411,678.55821,367.3207,385.2737,71.0856,95.0855,123.1168
"PG(43:1) PG(20:1_23:0)",875.67371,704.66781,367.3207,411.3833,71.0856,95.0855,123.1168
"PG(44:1) PG(20:1_24:0)",889.68931,718.68341,367.3207,425.3989,71.0856,95.0855,123.1168
"PG(44:2) PG(20:1_24:1)",887.67371,716.66781,367.3207,423.3833,71.0856,95.0855,123.1168
"PG(45:1) PG(20:1_25:0)",903.70501,732.69911,367.3207,439.4146,71.0856,95.0855,123.1168
"PG(46:1) PG(20:1_26:0)",917.72061,746.71471,367.3207,453.4302,71.0856,95.0855,123.1168
"PG(40:4) PG(20:2_20:2)",827.57971,656.57381,365.305,365.305,71.0856,95.0855,123.1168
"PG(40:5) PG(20:2_20:3)",825.56411,654.55821,365.305,363.2894,71.0856,95.0855,123.1168
"PG(40:6) PG(20:2_20:4)",823.54841,652.54251,365.305,361.2737,71.0856,95.0855,123.1168
"PG(40:7) PG(20:2_20:5)",821.53281,650.52691,365.305,359.2581,71.0856,95.0855,123.1168
"PG(41:2) PG(20:2_21:0)",845.62671,674.62081,365.305,383.352,71.0856,95.0855,123.1168
"PG(42:2) PG(20:2_22:0)",859.64231,688.63641,365.305,397.3676,71.0856,95.0855,123.1168
"PG(42:3) PG(20:2_22:1)",857.62671,686.62081,365.305,395.352,71.0856,95.0855,123.1168
"PG(42:4) PG(20:2_22:2)",855.61101,684.60511,365.305,393.3363,71.0856,95.0855,123.1168
"PG(42:5) PG(20:2_22:3)",853.59541,682.58951,365.305,391.3207,71.0856,95.0855,123.1168
"PG(42:6) PG(20:2_22:4)",851.57971,680.57381,365.305,389.305,71.0856,95.0855,123.1168
"PG(42:7) PG(20:2_22:5)",849.56411,678.55821,365.305,387.2894,71.0856,95.0855,123.1168
"PG(42:8) PG(20:2_22:6)",847.54841,676.54251,365.305,385.2737,71.0856,95.0855,123.1168
"PG(43:2) PG(20:2_23:0)",873.65801,702.65211,365.305,411.3833,71.0856,95.0855,123.1168
"PG(44:2) PG(20:2_24:0)",887.67361,716.66771,365.305,425.3989,71.0856,95.0855,123.1168
"PG(44:3) PG(20:2_24:1)",885.65801,714.65211,365.305,423.3833,71.0856,95.0855,123.1168
"PG(45:2) PG(20:2_25:0)",901.68931,730.68341,365.305,439.4146,71.0856,95.0855,123.1168
"PG(46:2) PG(20:2_26:0)",915.70491,744.69901,365.305,453.4302,71.0856,95.0855,123.1168
"PG(40:6) PG(20:3_20:3)",823.54851,652.54261,363.2894,363.2894,71.0856,95.0855,123.1168
"PG(40:7) PG(20:3_20:4)",821.53281,650.52691,363.2894,361.2737,71.0856,95.0855,123.1168
"PG(40:8) PG(20:3_20:5)",819.51721,648.51131,363.2894,359.2581,71.0856,95.0855,123.1168
"PG(41:3) PG(20:3_21:0)",843.61111,672.60521,363.2894,383.352,71.0856,95.0855,123.1168
"PG(42:3) PG(20:3_22:0)",857.62671,686.62081,363.2894,397.3676,71.0856,95.0855,123.1168
"PG(42:4) PG(20:3_22:1)",855.61111,684.60521,363.2894,395.352,71.0856,95.0855,123.1168
"PG(42:5) PG(20:3_22:2)",853.59541,682.58951,363.2894,393.3363,71.0856,95.0855,123.1168
"PG(42:6) PG(20:3_22:3)",851.57981,680.57391,363.2894,391.3207,71.0856,95.0855,123.1168
"PG(42:7) PG(20:3_22:4)",849.56411,678.55821,363.2894,389.305,71.0856,95.0855,123.1168
"PG(42:8) PG(20:3_22:5)",847.54851,676.54261,363.2894,387.2894,71.0856,95.0855,123.1168
"PG(42:9) PG(20:3_22:6)",845.53281,674.52691,363.2894,385.2737,71.0856,95.0855,123.1168
"PG(43:3) PG(20:3_23:0)",871.64241,700.63651,363.2894,411.3833,71.0856,95.0855,123.1168
"PG(44:3) PG(20:3_24:0)",885.65801,714.65211,363.2894,425.3989,71.0856,95.0855,123.1168
"PG(44:4) PG(20:3_24:1)",883.64241,712.63651,363.2894,423.3833,71.0856,95.0855,123.1168
"PG(45:3) PG(20:3_25:0)",899.67371,728.66781,363.2894,439.4146,71.0856,95.0855,123.1168
"PG(46:3) PG(20:3_26:0)",913.68931,742.68341,363.2894,453.4302,71.0856,95.0855,123.1168
"PG(40:8) PG(20:4_20:4)",819.51711,648.51121,361.2737,361.2737,71.0856,95.0855,123.1168
"PG(40:9) PG(20:4_20:5)",817.50151,646.49561,361.2737,359.2581,71.0856,95.0855,123.1168
"PG(41:4) PG(20:4_21:0)",841.59541,670.58951,361.2737,383.352,71.0856,95.0855,123.1168
"PG(42:4) PG(20:4_22:0)",855.61101,684.60511,361.2737,397.3676,71.0856,95.0855,123.1168
"PG(42:5) PG(20:4_22:1)",853.59541,682.58951,361.2737,395.352,71.0856,95.0855,123.1168
"PG(42:6) PG(20:4_22:2)",851.57971,680.57381,361.2737,393.3363,71.0856,95.0855,123.1168
"PG(42:7) PG(20:4_22:3)",849.56411,678.55821,361.2737,391.3207,71.0856,95.0855,123.1168
"PG(42:8) PG(20:4_22:4)",847.54841,676.54251,361.2737,389.305,71.0856,95.0855,123.1168
"PG(42:9) PG(20:4_22:5)",845.53281,674.52691,361.2737,387.2894,71.0856,95.0855,123.1168
"PG(42:10) PG(20:4_22:6)",843.51711,672.51121,361.2737,385.2737,71.0856,95.0855,123.1168
"PG(43:4) PG(20:4_23:0)",869.62671,698.62081,361.2737,411.3833,71.0856,95.0855,123.1168
"PG(44:4) PG(20:4_24:0)",883.64231,712.63641,361.2737,425.3989,71.0856,95.0855,123.1168
"PG(44:5) PG(20:4_24:1)",881.62671,710.62081,361.2737,423.3833,71.0856,95.0855,123.1168
"PG(45:4) PG(20:4_25:0)",897.65801,726.65211,361.2737,439.4146,71.0856,95.0855,123.1168
"PG(46:4) PG(20:4_26:0)",911.67361,740.66771,361.2737,453.4302,71.0856,95.0855,123.1168
"PG(40:10) PG(20:5_20:5)",815.48591,644.48001,359.2581,359.2581,71.0856,95.0855,123.1168
"PG(41:5) PG(20:5_21:0)",839.57981,668.57391,359.2581,383.352,71.0856,95.0855,123.1168
"PG(42:5) PG(20:5_22:0)",853.59541,682.58951,359.2581,397.3676,71.0856,95.0855,123.1168
"PG(42:6) PG(20:5_22:1)",851.57981,680.57391,359.2581,395.352,71.0856,95.0855,123.1168
"PG(42:7) PG(20:5_22:2)",849.56411,678.55821,359.2581,393.3363,71.0856,95.0855,123.1168
"PG(42:8) PG(20:5_22:3)",847.54851,676.54261,359.2581,391.3207,71.0856,95.0855,123.1168
"PG(42:9) PG(20:5_22:4)",845.53281,674.52691,359.2581,389.305,71.0856,95.0855,123.1168
"PG(42:10) PG(20:5_22:5)",843.51721,672.51131,359.2581,387.2894,71.0856,95.0855,123.1168
"PG(42:11) PG(20:5_22:6)",841.50151,670.49561,359.2581,385.2737,71.0856,95.0855,123.1168
"PG(43:5) PG(20:5_23:0)",867.61111,696.60521,359.2581,411.3833,71.0856,95.0855,123.1168
"PG(44:5) PG(20:5_24:0)",881.62671,710.62081,359.2581,425.3989,71.0856,95.0855,123.1168
"PG(44:6) PG(20:5_24:1)",879.61111,708.60521,359.2581,423.3833,71.0856,95.0855,123.1168
"PG(45:5) PG(20:5_25:0)",895.64241,724.63651,359.2581,439.4146,71.0856,95.0855,123.1168
"PG(46:5) PG(20:5_26:0)",909.65801,738.65211,359.2581,453.4302,71.0856,95.0855,123.1168
"PG(42:0) PG(21:0_21:0)",863.67371,692.66781,383.352,383.352,71.0856,95.0855,123.1168
"PG(43:0) PG(21:0_22:0)",877.68931,706.68341,383.352,397.3676,71.0856,95.0855,123.1168
"PG(43:1) PG(21:0_22:1)",875.67371,704.66781,383.352,395.352,71.0856,95.0855,123.1168
"PG(43:2) PG(21:0_22:2)",873.65801,702.65211,383.352,393.3363,71.0856,95.0855,123.1168
"PG(43:3) PG(21:0_22:3)",871.64241,700.63651,383.352,391.3207,71.0856,95.0855,123.1168
"PG(43:4) PG(21:0_22:4)",869.62671,698.62081,383.352,389.305,71.0856,95.0855,123.1168
"PG(43:5) PG(21:0_22:5)",867.61111,696.60521,383.352,387.2894,71.0856,95.0855,123.1168
"PG(43:6) PG(21:0_22:6)",865.59541,694.58951,383.352,385.2737,71.0856,95.0855,123.1168
"PG(44:0) PG(21:0_23:0)",891.70501,720.69911,383.352,411.3833,71.0856,95.0855,123.1168
"PG(45:0) PG(21:0_24:0)",905.72061,734.71471,383.352,425.3989,71.0856,95.0855,123.1168
"PG(45:1) PG(21:0_24:1)",903.70501,732.69911,383.352,423.3833,71.0856,95.0855,123.1168
"PG(46:0) PG(21:0_25:0)",919.73631,748.73041,383.352,439.4146,71.0856,95.0855,123.1168
"PG(47:0) PG(21:0_26:0)",933.75191,762.74601,383.352,453.4302,71.0856,95.0855,123.1168
"PG(44:0) PG(22:0_22:0)",891.70491,720.69901,397.3676,397.3676,71.0856,95.0855,123.1168
"PG(44:1) PG(22:0_22:1)",889.68931,718.68341,397.3676,395.352,71.0856,95.0855,123.1168
"PG(44:2) PG(22:0_22:2)",887.67361,716.66771,397.3676,393.3363,71.0856,95.0855,123.1168
"PG(44:3) PG(22:0_22:3)",885.65801,714.65211,397.3676,391.3207,71.0856,95.0855,123.1168
"PG(44:4) PG(22:0_22:4)",883.64231,712.63641,397.3676,389.305,71.0856,95.0855,123.1168
"PG(44:5) PG(22:0_22:5)",881.62671,710.62081,397.3676,387.2894,71.0856,95.0855,123.1168
"PG(44:6) PG(22:0_22:6)",879.61101,708.60511,397.3676,385.2737,71.0856,95.0855,123.1168
"PG(45:0) PG(22:0_23:0)",905.72061,734.71471,397.3676,411.3833,71.0856,95.0855,123.1168
"PG(46:0) PG(22:0_24:0)",919.73621,748.73031,397.3676,425.3989,71.0856,95.0855,123.1168
"PG(46:1) PG(22:0_24:1)",917.72061,746.71471,397.3676,423.3833,71.0856,95.0855,123.1168
"PG(47:0) PG(22:0_25:0)",933.75191,762.74601,397.3676,439.4146,71.0856,95.0855,123.1168
"PG(48:0) PG(22:0_26:0)",947.76751,776.76161,397.3676,453.4302,71.0856,95.0855,123.1168
"PG(44:2) PG(22:1_22:1)",887.67371,716.66781,395.352,395.352,71.0856,95.0855,123.1168
"PG(44:3) PG(22:1_22:2)",885.65801,714.65211,395.352,393.3363,71.0856,95.0855,123.1168
"PG(44:4) PG(22:1_22:3)",883.64241,712.63651,395.352,391.3207,71.0856,95.0855,123.1168
"PG(44:5) PG(22:1_22:4)",881.62671,710.62081,395.352,389.305,71.0856,95.0855,123.1168
"PG(44:6) PG(22:1_22:5)",879.61111,708.60521,395.352,387.2894,71.0856,95.0855,123.1168
"PG(44:7) PG(22:1_22:6)",877.59541,706.58951,395.352,385.2737,71.0856,95.0855,123.1168
"PG(45:1) PG(22:1_23:0)",903.70501,732.69911,395.352,411.3833,71.0856,95.0855,123.1168
"PG(46:1) PG(22:1_24:0)",917.72061,746.71471,395.352,425.3989,71.0856,95.0855,123.1168
"PG(46:2) PG(22:1_24:1)",915.70501,744.69911,395.352,423.3833,71.0856,95.0855,123.1168
"PG(47:1) PG(22:1_25:0)",931.73631,760.73041,395.352,439.4146,71.0856,95.0855,123.1168
"PG(48:1) PG(22:1_26:0)",945.75191,774.74601,395.352,453.4302,71.0856,95.0855,123.1168
"PG(44:4) PG(22:2_22:2)",883.64231,712.63641,393.3363,393.3363,71.0856,95.0855,123.1168
"PG(44:5) PG(22:2_22:3)",881.62671,710.62081,393.3363,391.3207,71.0856,95.0855,123.1168
"PG(44:6) PG(22:2_22:4)",879.61101,708.60511,393.3363,389.305,71.0856,95.0855,123.1168
"PG(44:7) PG(22:2_22:5)",877.59541,706.58951,393.3363,387.2894,71.0856,95.0855,123.1168
"PG(44:8) PG(22:2_22:6)",875.57971,704.57381,393.3363,385.2737,71.0856,95.0855,123.1168
"PG(45:2) PG(22:2_23:0)",901.68931,730.68341,393.3363,411.3833,71.0856,95.0855,123.1168
"PG(46:2) PG(22:2_24:0)",915.70491,744.69901,393.3363,425.3989,71.0856,95.0855,123.1168
"PG(46:3) PG(22:2_24:1)",913.68931,742.68341,393.3363,423.3833,71.0856,95.0855,123.1168
"PG(47:2) PG(22:2_25:0)",929.72061,758.71471,393.3363,439.4146,71.0856,95.0855,123.1168
"PG(48:2) PG(22:2_26:0)",943.73621,772.73031,393.3363,453.4302,71.0856,95.0855,123.1168
"PG(44:6) PG(22:3_22:3)",879.61111,708.60521,391.3207,391.3207,71.0856,95.0855,123.1168
"PG(44:7) PG(22:3_22:4)",877.59541,706.58951,391.3207,389.305,71.0856,95.0855,123.1168
"PG(44:8) PG(22:3_22:5)",875.57981,704.57391,391.3207,387.2894,71.0856,95.0855,123.1168
"PG(44:9) PG(22:3_22:6)",873.56411,702.55821,391.3207,385.2737,71.0856,95.0855,123.1168
"PG(45:3) PG(22:3_23:0)",899.67371,728.66781,391.3207,411.3833,71.0856,95.0855,123.1168
"PG(46:3) PG(22:3_24:0)",913.68931,742.68341,391.3207,425.3989,71.0856,95.0855,123.1168
"PG(46:4) PG(22:3_24:1)",911.67371,740.66781,391.3207,423.3833,71.0856,95.0855,123.1168
"PG(47:3) PG(22:3_25:0)",927.70501,756.69911,391.3207,439.4146,71.0856,95.0855,123.1168
"PG(48:3) PG(22:3_26:0)",941.72061,770.71471,391.3207,453.4302,71.0856,95.0855,123.1168
"PG(44:8) PG(22:4_22:4)",875.57971,704.57381,389.305,389.305,71.0856,95.0855,123.1168
"PG(44:9) PG(22:4_22:5)",873.56411,702.55821,389.305,387.2894,71.0856,95.0855,123.1168
"PG(44:10) PG(22:4_22:6)",871.54841,700.54251,389.305,385.2737,71.0856,95.0855,123.1168
"PG(45:4) PG(22:4_23:0)",897.65801,726.65211,389.305,411.3833,71.0856,95.0855,123.1168
"PG(46:4) PG(22:4_24:0)",911.67361,740.66771,389.305,425.3989,71.0856,95.0855,123.1168
"PG(46:5) PG(22:4_24:1)",909.65801,738.65211,389.305,423.3833,71.0856,95.0855,123.1168
"PG(47:4) PG(22:4_25:0)",925.68931,754.68341,389.305,439.4146,71.0856,95.0855,123.1168
"PG(48:4) PG(22:4_26:0)",939.70491,768.69901,389.305,453.4302,71.0856,95.0855,123.1168
"PG(44:10) PG(22:5_22:5)",871.54851,700.54261,387.2894,387.2894,71.0856,95.0855,123.1168
"PG(44:11) PG(22:5_22:6)",869.53281,698.52691,387.2894,385.2737,71.0856,95.0855,123.1168
"PG(45:5) PG(22:5_23:0)",895.64241,724.63651,387.2894,411.3833,71.0856,95.0855,123.1168
"PG(46:5) PG(22:5_24:0)",909.65801,738.65211,387.2894,425.3989,71.0856,95.0855,123.1168
"PG(46:6) PG(22:5_24:1)",907.64241,736.63651,387.2894,423.3833,71.0856,95.0855,123.1168
"PG(47:5) PG(22:5_25:0)",923.67371,752.66781,387.2894,439.4146,71.0856,95.0855,123.1168
"PG(48:5) PG(22:5_26:0)",937.68931,766.68341,387.2894,453.4302,71.0856,95.0855,123.1168
"PG(44:12) PG(22:6_22:6)",867.51711,696.51121,385.2737,385.2737,71.0856,95.0855,123.1168
"PG(45:6) PG(22:6_23:0)",893.62671,722.62081,385.2737,411.3833,71.0856,95.0855,123.1168
"PG(46:6) PG(22:6_24:0)",907.64231,736.63641,385.2737,425.3989,71.0856,95.0855,123.1168
"PG(46:7) PG(22:6_24:1)",905.62671,734.62081,385.2737,423.3833,71.0856,95.0855,123.1168
"PG(47:6) PG(22:6_25:0)",921.65801,750.65211,385.2737,439.4146,71.0856,95.0855,123.1168
"PG(48:6) PG(22:6_26:0)",935.67361,764.66771,385.2737,453.4302,71.0856,95.0855,123.1168
"PG(46:0) PG(23:0_23:0)",919.73631,748.73041,411.3833,411.3833,71.0856,95.0855,123.1168
"PG(47:0) PG(23:0_24:0)",933.75191,762.74601,411.3833,425.3989,71.0856,95.0855,123.1168
"PG(47:1) PG(23:0_24:1)",931.73631,760.73041,411.3833,423.3833,71.0856,95.0855,123.1168
"PG(48:0) PG(23:0_25:0)",947.76761,776.76171,411.3833,439.4146,71.0856,95.0855,123.1168
"PG(49:0) PG(23:0_26:0)",961.78321,790.77731,411.3833,453.4302,71.0856,95.0855,123.1168
"PG(48:0) PG(24:0_24:0)",947.76751,776.76161,425.3989,425.3989,71.0856,95.0855,123.1168
"PG(48:1) PG(24:0_24:1)",945.75191,774.74601,425.3989,423.3833,71.0856,95.0855,123.1168
"PG(49:0) PG(24:0_25:0)",961.78321,790.77731,425.3989,439.4146,71.0856,95.0855,123.1168
"PG(50:0) PG(24:0_26:0)",975.79881,804.79291,425.3989,453.4302,71.0856,95.0855,123.1168
"PG(48:2) PG(24:1_24:1)",943.73631,772.73041,423.3833,423.3833,71.0856,95.0855,123.1168
"PG(49:1) PG(24:1_25:0)",959.76761,788.76171,423.3833,439.4146,71.0856,95.0855,123.1168
"PG(50:1) PG(24:1_26:0)",973.78321,802.77731,423.3833,453.4302,71.0856,95.0855,123.1168
"PG(50:0) PG(25:0_25:0)",975.79891,804.79301,439.4146,439.4146,71.0856,95.0855,123.1168
"PG(51:0) PG(25:0_26:0)",989.81451,818.80861,439.4146,453.4302,71.0856,95.0855,123.1168
"PG(52:0) PG(26:0_26:0)",1003.83011,832.82421,453.4302,453.4302,71.0856,95.0855,123.1168
"scores",0.016666667,0.9,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
